# Khong et al. yeast stress granule transcriptome, Table S2
# Changed #DIV/0! and NS values to NA
#gene_ID	gene_name	avReads(SG)	avReads(Total)	FC(SG/tot)	p-value	SG classification	length	5prime UTR length	ORF length	3primeUTR length	codon optimality	initiation rate	ribosome density	class (Chartron et al. )	t1/2 (Neymotin et al.)	fraction GC content
ORF	gene	avReads.sg	avReads.total	foldchange.sg.total	p.value	sg.classification	length	length.utr5	length.orf	length.utr3	codon.optimality	initiation.rate	ribosome.density	class.chartron	halflife.min	fraction.gc
YBR196C	PGI1	39969.24231	134393.5397	0.297404491	1.77479E-16	depleted	1846	43	1665	138	0.83963964	0.000242477	3.9551	Cytonuclear	NA	0.433
YLR197W	NOP56	7271.972525	25020.89962	0.290635934	1.86288E-16	depleted	1741	38	1515	188	0.64950495	NA	1.5812	Cytonuclear	27.1	0.364666667
YDL029W	ARP2	3230.605774	11373.79771	0.28403932	2.02829E-16	depleted	1436	8	1299	129	0.528061224	0.000375451	0.6233	Cytonuclear	18	0.415
YKR094C	RPL40B	7702.704149	38887.43216	0.198076955	2.02829E-16	depleted	925	18	755	152	0.88372093	0.000305553	NA	Cytonuclear	NA	0.400666667
YFR044C	DUG1	5915.821614	20291.13777	0.291547063	2.17327E-16	depleted	1493	19	1446	28	0.618257261	0.000101591	4.0261	mito	36.4	0.428666667
YBR082C	UBC4	4861.865975	20774.54288	0.234029986	2.73071E-16	depleted	873	210	542	121	0.617449664	0.000158792	3.0526	Cytonuclear	9.8	0.434
YGL187C	COX4	863.3883311	3300.914056	0.261560379	2.79152E-16	depleted	1196	484	468	244	0.583333333	NA	1.2432	mito	25.5	0.412333333
YDL078C	MDH3	2048.192138	8595.347733	0.238290783	3.03594E-16	depleted	1145	54	1032	59	0.514534884	NA	0.9228	Exception	17.1	0.44
YGR124W	ASN2	13012.04769	43299.81561	0.300510464	3.9061E-16	depleted	1849	17	1719	113	0.631762653	0.00017558	1.7139	Cytonuclear	14.5	0.438
YGR001C	EFM5	738.7578895	3299.642843	0.223890259	4.06472E-16	depleted	955	9	902	44	0.550200803	8.60817E-05	2.0356	Cytonuclear	32.8	0.376
YMR072W	ABF2	1671.99533	6016.354371	0.277908386	4.48807E-16	depleted	716	31	552	133	0.586956522	NA	3.8004	mito	38.6	0.380333333
YMR303C	ADH2	2771.015385	21878.34225	0.126655637	4.55681E-16	depleted	1099	48	1047	4	0.796561605	7.226E-05	NA	Cytonuclear	17.5	0.481
YML131W	YML131W	1013.377894	3636.201434	0.278691352	4.71983E-16	depleted	1321	33	1098	190	0.516393443	4.87499E-05	0.7835	TMD	29.2	0.393333333
YHR065C	RRP3	957.0261182	3651.507523	0.262090688	5.0048E-16	depleted	1622	28	1506	88	0.517928287	5.133E-05	1.1764	Cytonuclear	8	0.386
YNL322C	KRE1	4538.294682	15356.86195	0.295522269	5.15433E-16	depleted	994	25	942	27	0.531847134	0.000202055	2.127	SSTMD	10	0.483
YKL065C	YET1	2928.248173	9904.619982	0.295644677	5.98105E-16	depleted	681	31	621	29	0.502415459	8.03424E-05	0.617	TMD	40.3	0.38
YDL022W	GPD1	6211.660544	20708.69142	0.299954276	7.98574E-16	depleted	1380	88	1176	116	0.744897959	2.90205E-05	5.1853	Cytonuclear	11.3	0.439
YDR037W	KRS1	11748.39882	38930.54474	0.301778434	8.25393E-16	depleted	1915	71	1776	68	0.695945946	9.45615E-05	2.8497	Cytonuclear	NA	0.406666667
YOR136W	IDH2	7113.877545	25837.37682	0.275332809	8.32291E-16	depleted	1266	0	1110	156	0.591891892	2.72119E-05	3.0416	mito	10.3	0.407333333
YMR297W	PRC1	7529.50659	46586.78223	0.161623238	8.58941E-16	depleted	1785	78	1599	108	0.613508443	3.89529E-05	1.3876	SS	NA	0.464666667
YKL009W	MRT4	1437.287188	5222.579192	0.275206394	1.08287E-15	depleted	847	41	711	95	0.594936709	4.88882E-05	0.7854	Cytonuclear	12.8	0.384
YBR159W	IFA38	2378.609389	8232.697088	0.288922253	1.15689E-15	depleted	1272	140	1044	88	0.566091954	7.12287E-05	0.7275	TMD	18.8	0.380333333
YOR204W	DED1	8002.574127	25515.99883	0.313629663	1.65255E-15	depleted	2558	21	1815	722	0.687603306	0.000438841	NA	Cytonuclear	8.6	0.460666667
YNL037C	IDH1	4481.927017	14619.25235	0.306577033	1.65991E-15	depleted	1296	114	1083	99	0.620498615	NA	3.1373	mito	12.3	0.434666667
YDR502C	SAM2	5017.412382	33809.29317	0.14840335	1.83559E-15	depleted	1458	32	1155	271	0.753246753	0.000330188	3.8888	Cytonuclear	NA	0.419
YGR208W	SER2	919.6151274	3461.846608	0.265642945	1.99195E-15	depleted	1022	42	930	50	0.541935484	0.000209198	0.5899	Cytonuclear	10.9	0.409666667
YDL066W	IDP1	6669.117934	32991.06426	0.202149221	2.16938E-15	depleted	1450	20	1287	143	0.65967366	0.000270546	4.8556	mito	26	0.425333333
YML126C	ERG13	5160.527089	21106.2942	0.244501808	2.24634E-15	depleted	1659	0	1476	183	0.68495935	NA	5.5255	Cytonuclear	NA	0.395666667
YIL148W	RPL40A	12576.8361	58715.43177	0.21419984	2.30312E-15	depleted	901	14	821	66	0.88372093	0.000181209	NA	Cytonuclear	NA	0.395
YHL034C	SBP1	5352.5406	17492.87302	0.305984077	2.44946E-15	depleted	1126	112	885	129	0.684745763	4.05023E-05	NA	Cytonuclear	11.9	0.428
YMR226C	YMR226C	5199.548595	17124.33855	0.303635003	2.56266E-15	depleted	872	31	804	37	0.582089552	4.62814E-05	1.7972	Exception	34.6	0.438
YLL023C	POM33	1169.244187	4168.24365	0.280512438	2.63443E-15	depleted	976	36	840	100	0.571428571	7.38083E-05	1.3151	TMD	10.1	0.434333333
YJL052W	TDH1	12293.7338	171694.4615	0.07160239	2.79855E-15	depleted	1205	75	999	131	0.900900901	0.000233764	NA	Exception	NA	0.46
YHR043C	DOG2	770.6616944	2983.54365	0.258304146	2.84396E-15	depleted	894	101	741	52	0.421052632	5.69295E-05	NA	Cytonuclear	22.7	0.403333333
YMR121C	RPL15B	1222.300209	5615.168961	0.21767826	2.84396E-15	depleted	747	95	615	37	0.756097561	0.000109861	NA	Cytonuclear	25.7	0.442333333
YDR339C	FCF1	449.4890078	1937.502173	0.231994066	2.99574E-15	depleted	632	28	570	34	0.473684211	0.0002722	0.7873	Cytonuclear	21	0.387666667
YLR354C	TAL1	6137.64706	46727.35814	0.131350183	3.90516E-15	depleted	1147	42	1008	97	0.80952381	NA	3.2978	Cytonuclear	29.9	0.420666667
YJL001W	PRE3	2165.891077	7246.257027	0.298897909	4.34029E-15	depleted	919	41	764	114	0.523148148	0.000247916	0.8614	Cytonuclear	32	0.410333333
YAL038W	CDC19	137611.4748	504257.7747	0.272899064	4.55553E-15	depleted	1698	29	1503	166	0.934131737	0.00018144	8.3498	Cytonuclear	NA	0.461666667
YLL026W	HSP104	20669.11884	62313.51842	0.331695583	5.28042E-15	depleted	2859	40	2727	92	0.635863586	NA	4.027	Cytonuclear	NA	0.401333333
YOR312C	RPL20B	12537.70696	55769.80081	0.224811758	7.76963E-15	depleted	1014	14	945	55	0.843930636	0.000109347	NA	Cytonuclear	NA	0.402666667
YER007C-A	TMA20	1357.326082	4810.019162	0.282187251	7.83159E-15	depleted	844	30	649	165	0.538461538	NA	1.4807	Cytonuclear	58.2	0.384666667
YDL121C	YDL121C	741.1970272	2814.3771	0.26336095	8.2957E-15	depleted	641	27	450	164	0.453333333	4.92664E-05	0.7903	TMD	56.1	0.366666667
YPL218W	SAR1	2844.434219	13183.01444	0.215765084	8.32565E-15	depleted	828	48	712	68	0.623036649	3.0469E-05	1.5308	Exception	142	0.396333333
YGR136W	LSB1	724.6808328	2691.998078	0.269198124	8.50605E-15	depleted	726	0	726	0	0.41322314	NA	2.8819	Cytonuclear	11.4	0.43
YBR087W	RFC5	769.1364417	2826.593325	0.272107216	1.07781E-14	depleted	1130	13	1065	52	0.442253521	NA	0.3027	Cytonuclear	32.6	0.370666667
YOL151W	GRE2	2145.223697	6933.903964	0.309381801	1.08163E-14	depleted	1118	71	1029	18	0.580174927	6.86562E-05	0.9175	Cytonuclear	12.8	0.416
YBR302C	COS2	860.5574555	3052.24197	0.281942737	1.22551E-14	depleted	1140	0	1140	0	0.434210526	0.000209913	NA	TMD	NA	0.376666667
YDL084W	SUB2	11707.5721	40496.46134	0.289101114	1.30258E-14	depleted	1608	156	1341	111	0.66442953	0.000298705	1.4387	Cytonuclear	81.9	0.389333333
YER062C	GPP2	3806.498198	12043.89958	0.316051971	1.49706E-14	depleted	1098	198	753	147	0.637450199	5.35877E-05	2.1855	Cytonuclear	25.6	0.445
YGL026C	TRP5	10729.48875	32729.70483	0.327821128	1.76901E-14	depleted	2213	31	2124	58	0.646892655	0.00031102	4.6805	Cytonuclear	NA	0.432666667
YOL127W	RPL25	4581.260582	78259.43991	0.058539399	1.90067E-14	depleted	937	13	843	81	0.874125874	0.000405877	2.1503	Cytonuclear	NA	0.415333333
YNL069C	RPL16B	11374.94202	72589.23204	0.156702884	2.03928E-14	depleted	1184	6	1046	132	0.884422111	0.000146815	3.0851	Cytonuclear	42.8	0.428666667
YCL030C	HIS4	8080.834402	23878.93618	0.338408476	2.12E-14	depleted	2503	0	2400	103	0.6175	0.000157117	1.6718	Cytonuclear	9.2	0.424666667
YDR353W	TRR1	7807.445796	24426.51636	0.319629933	2.12E-14	depleted	1067	39	960	68	0.659375	0.000098524	2.7202	Cytonuclear	13.9	0.456333333
YCR097W	HMRA1	446.4992434	1776.148372	0.25138623	2.15114E-14	depleted	537	31	487	19	0.440944882	8.87241E-05	0.5282	Cytonuclear	NA	0.309666667
YMR015C	ERG5	2377.663922	7645.008377	0.311008674	2.15717E-14	depleted	1935	180	1617	138	0.628942486	0.000486895	1.7885	Exception	11.4	0.383666667
YJL167W	ERG20	7424.392882	31029.39496	0.239269663	2.15717E-14	depleted	1211	57	1059	95	0.688385269	NA	2.2979	mito	25.3	0.418333333
YJL138C	TIF2	21976.69257	84201.30746	0.261001797	2.29925E-14	depleted	1442	88	1188	166	0.861111111	NA	NA	Cytonuclear	20.5	0.404333333
YKL001C	MET14	2420.645942	7658.091464	0.316089975	2.34127E-14	depleted	690	30	609	51	0.620689655	4.10252E-05	0.7657	Cytonuclear	33	0.395666667
YOR234C	RPL33B	5281.704168	30617.09969	0.172508311	2.41712E-14	depleted	943	20	851	72	0.87962963	0.000543038	1.1899	Cytonuclear	56.7	0.419666667
YOR280C	FSH3	591.1023482	2265.330644	0.260934248	2.48305E-14	depleted	904	41	801	62	0.449438202	0.0002154	1.091	Cytonuclear	22.8	0.386
YLR017W	MEU1	1635.278467	5531.582763	0.29562578	2.52565E-14	depleted	1130	36	1014	80	0.529585799	0.000298271	0.6527	Cytonuclear	16.5	0.425
YKL164C	PIR1	9329.489695	28251.14679	0.330234017	2.55607E-14	depleted	1336	77	1026	233	0.807017544	0.00043359	NA	SS	5	0.456333333
YCR009C	RVS161	3170.470957	9896.135647	0.320374646	2.65096E-14	depleted	922	49	798	75	0.537593985	0.000248256	1.0248	Cytonuclear	24.7	0.382
YEL047C	FRD1	3695.304343	11834.13127	0.312258184	2.65096E-14	depleted	1507	2	1413	92	0.619957537	0.000129756	2.1726	SS	15.5	0.436666667
YOR046C	DBP5	3087.192853	9998.111605	0.308777595	2.68447E-14	depleted	1534	33	1449	52	0.513457557	0.000104092	1.3759	Cytonuclear	15.8	0.376666667
YMR230W	RPS10B	9884.85723	34378.09652	0.287533582	2.70813E-14	depleted	854	31	728	95	0.877358491	3.43859E-05	NA	Cytonuclear	NA	0.377333333
YAR007C	RFA1	2010.463986	6538.297094	0.307490461	2.74989E-14	depleted	1983	65	1866	52	0.535369775	0.000172553	2.0347	Cytonuclear	12.8	0.395
YLR351C	NIT3	1793.366368	5988.16927	0.299484916	2.86002E-14	depleted	994	7	876	111	0.452054795	NA	0.7046	mito	27.1	0.433666667
YLR194C	YLR194C	11361.28249	33359.76363	0.340568435	3.12824E-14	depleted	949	123	765	61	0.482352941	NA	1.166	SS	9.6	0.479666667
YOR230W	WTM1	6555.999115	24538.10207	0.267176292	3.14085E-14	depleted	1541	37	1314	190	0.609589041	5.87924E-05	3.6677	Cytonuclear	NA	0.43
YDR024W	FYV1	428.0690644	1797.723933	0.238117242	3.16496E-14	depleted	486	0	486	0	NA	7.19314E-05	NA	NA	24.3	NA
YIL124W	AYR1	1249.591269	5633.23427	0.221824836	3.26668E-14	depleted	1044	48	894	102	0.5	NA	0.9626	Exception	16.7	0.407
YJL002C	OST1	5842.885903	18366.40935	0.318128916	3.46812E-14	depleted	1552	41	1431	80	0.490566038	0.000162952	0.9005	SSTMD	14.6	0.391
YCR088W	ABP1	5902.93705	23276.54723	0.253600201	3.84376E-14	depleted	1900	44	1779	77	0.573355818	0.000460229	NA	Cytonuclear	10.9	0.459
YLR066W	SPC3	867.7868472	3044.008303	0.285080315	3.96979E-14	depleted	702	52	555	95	0.416216216	0.000179162	1.3897	TMD	NA	0.347666667
YMR242C	RPL20A	9472.074282	63592.57553	0.148949373	5.12891E-14	depleted	1167	90	996	81	0.867052023	0.000287434	NA	Cytonuclear	55.8	0.416333333
YDL051W	LHP1	2288.522004	7429.826664	0.308018223	5.38074E-14	depleted	961	30	828	103	0.59057971	9.37623E-05	1.0148	Cytonuclear	24.7	0.404666667
YOR285W	RDL1	5216.442703	16050.23354	0.325007277	5.48652E-14	depleted	502	13	420	69	0.421428571	6.92254E-05	1.3644	Cytonuclear	55	0.412
YNL178W	RPS3	8862.523982	95688.28584	0.092618693	6.57518E-14	depleted	808	20	723	65	0.89626556	0.00012887	1.4583	Cytonuclear	43.4	0.433
YOR176W	HEM15	2849.305423	9997.358123	0.285005837	6.88052E-14	depleted	1414	113	1182	119	0.484771574	3.13635E-05	1.2217	mito	12.4	0.412666667
YML028W	TSA1	12924.09268	57226.77784	0.225839951	7.12044E-14	depleted	730	31	591	108	0.888324873	NA	6.7033	Exception	NA	0.465333333
YLR420W	URA4	2235.480383	7926.176222	0.282037684	7.74713E-14	depleted	1198	25	1095	78	0.44109589	0.000164919	0.8853	Cytonuclear	17.5	0.398333333
YHR132C	ECM14	2409.664034	7639.614001	0.315416987	8.67866E-14	depleted	1479	43	1293	143	0.480278422	0.000110741	1.153	SS	9	0.426
YHR029C	YHI9	451.5382451	1748.687046	0.258215583	8.79175E-14	depleted	885	0	885	0	0.481355932	NA	1.2769	Cytonuclear	69.7	0.394666667
YMR256C	COX7	312.1684785	1305.151233	0.239181844	8.85917E-14	depleted	350	26	183	141	0.524590164	NA	3.3707	mito	NA	0.382333333
YFR031C-A	RPL2A	9891.8462	68289.29367	0.14485208	8.98464E-14	depleted	1071	26	912	133	0.925490196	NA	NA	Cytonuclear	73	0.474666667
YKL007W	CAP1	2267.287928	7106.354596	0.319050773	9.12455E-14	depleted	967	20	807	140	0.50929368	0.000110592	1.2995	Cytonuclear	15.6	0.384333333
YDR429C	TIF35	3551.084438	10998.15743	0.322879942	9.61929E-14	depleted	921	18	825	78	0.592727273	0.000160426	1.0124	Cytonuclear	20	0.409666667
YIR037W	HYR1	2857.143497	8985.868616	0.317959634	9.86955E-14	depleted	630	46	492	92	0.548780488	0.000225687	3.5056	Cytonuclear	124.4	0.412666667
YJR010W	MET3	3895.191543	11505.02188	0.338564462	1.01679E-13	depleted	1777	90	1536	151	0.62890625	9.26575E-05	0.7771	Exception	16.8	0.406333333
YEL027W	VMA3	6247.788946	31982.20439	0.195352042	1.09622E-13	depleted	788	57	483	248	0.826086957	1.73293E-05	1.8677	TMD	49.9	0.428333333
YNL015W	PBI2	1854.240191	5792.632984	0.320103172	1.15183E-13	depleted	363	33	228	102	0.671052632	0.000130192	3.7761	Cytonuclear	120	0.394666667
YML128C	MSC1	4504.82071	13087.68713	0.344202965	1.22837E-13	depleted	1813	110	1542	161	0.552529183	2.76749E-05	0.2971	SS	11	0.422333333
YKL033W-A	YKL033W-A	2589.285519	8008.949349	0.323299025	1.2331E-13	depleted	870	88	711	71	0.47257384	1.89453E-05	0.6016	Cytonuclear	52.8	0.405
YMR202W	ERG2	2042.15603	12127.50211	0.168390491	1.2331E-13	depleted	768	35	669	64	0.650224215	7.55945E-05	0.9122	TMD	39.5	0.439333333
YAL016W	TPD3	3666.011547	11074.08092	0.331044316	1.28941E-13	depleted	1978	0	1908	70	0.488993711	4.95476E-05	1.2705	Exception	10.8	0.382666667
YOR220W	RCN2	3072.741542	9390.521315	0.327217354	1.31618E-13	depleted	997	35	798	164	0.421052632	NA	0.7581	Cytonuclear	14.4	0.395666667
YGL148W	ARO2	5363.554707	19123.77986	0.280465198	1.35026E-13	depleted	1265	29	1131	105	0.684350133	NA	1.311	Cytonuclear	15.6	0.476333333
YNR035C	ARC35	3263.249791	10148.26387	0.321557444	1.57583E-13	depleted	1096	21	1029	46	0.597667638	0.000300809	0.8505	Cytonuclear	15.5	0.419666667
YML019W	OST6	782.1602519	2886.471695	0.27097451	1.60358E-13	depleted	1326	32	999	295	0.45045045	NA	0.3807	Exception	15.9	0.376
YOL147C	PEX11	301.682449	1272.823222	0.237018342	1.72424E-13	depleted	911	73	711	127	0.47257384	0.000149886	1.8816	Cytonuclear	13.8	0.437333333
YDR168W	CDC37	3220.515777	9845.878478	0.327092781	1.78705E-13	depleted	1649	23	1521	105	0.475345168	6.40044E-05	1.9886	Cytonuclear	12.2	0.357333333
YLR359W	ADE13	4293.948652	13006.28601	0.330144105	1.7874E-13	depleted	1643	59	1449	135	0.623188406	0.000282256	0.5833	Exception	NA	0.395333333
YEL024W	RIP1	987.5728415	3257.102098	0.303205982	1.79311E-13	depleted	1232	177	648	407	0.606481481	0.000194098	2.3775	mito	17.9	0.421333333
YHR146W	CRP1	3044.20027	9109.201866	0.334189572	2.35519E-13	depleted	1472	26	1398	48	0.521459227	0.000223114	2.9136	Cytonuclear	14	0.418333333
YKL103C	APE1	3922.594354	11595.92339	0.338273566	2.40661E-13	depleted	1763	64	1545	154	0.537864078	0.000106533	3.0648	Cytonuclear	12.7	0.439666667
YJL068C	YJL068C	1100.131675	6094.978712	0.180498034	2.56749E-13	depleted	986	0	900	86	0.546666667	0.000233118	1.0503	Cytonuclear	22	0.448666667
YJR094W-A	RPL43B	2140.740642	12516.05769	0.171039531	2.73005E-13	depleted	725	39	554	132	0.817204301	7.40578E-05	0.9459	Cytonuclear	NA	0.419333333
YJR025C	BNA1	1733.401795	6778.939375	0.255703982	2.88185E-13	depleted	729	67	534	128	0.466292135	9.24553E-05	1.2043	Cytonuclear	27.2	0.402666667
YNL265C	IST1	605.5057763	2182.329638	0.27745844	3.02838E-13	depleted	1281	63	1002	216	0.444816054	1.52516E-05	0.8101	Cytonuclear	13.6	0.373666667
YJL060W	BNA3	3507.8174	10410.92345	0.33693624	3.6388E-13	depleted	1486	61	1335	90	0.552808989	7.50755E-05	3.7974	mito	10	0.391666667
YPL004C	LSP1	10547.0049	30809.1608	0.342333404	3.94488E-13	depleted	1244	49	1026	169	0.587719298	NA	2.8907	Cytonuclear	NA	0.427
YBL040C	ERD2	1365.466808	4379.153031	0.311810708	4.26389E-13	depleted	858	23	757	78	0.504545455	6.17149E-05	0.3845	Exception	46.7	0.362
YBL098W	BNA4	864.2033799	2983.00813	0.289708691	4.60526E-13	depleted	1529	22	1383	124	0.472885033	7.03181E-05	0.5541	mito	32.7	0.386
YPR149W	NCE102	5951.852161	17368.70988	0.342676699	4.78728E-13	depleted	1078	171	522	385	0.712643678	0.000615941	4.1979	TMD	9.2	0.423333333
YBR010W	HHT1	2340.709843	10992.02157	0.212946256	4.78815E-13	depleted	582	9	411	162	0.846715328	0.000159705	NA	Cytonuclear	20.7	0.433
YMR038C	CCS1	2285.162116	7117.93972	0.321042634	5.02433E-13	depleted	882	31	750	101	0.524	0.000102642	1.3766	Cytonuclear	11.2	0.466666667
YDR328C	SKP1	2050.798011	6373.538416	0.321767577	5.64199E-13	depleted	826	68	585	173	0.553846154	5.13593E-05	0.9182	Cytonuclear	19.7	0.475333333
YDR513W	GRX2	2667.128589	8028.636907	0.332201919	5.97639E-13	depleted	534	0	432	102	0.5625	1.99171E-05	2.546	TMD	26.4	0.384333333
YLR027C	AAT2	7848.316741	30950.29262	0.253578111	6.20293E-13	depleted	1304	26	1257	21	0.603818616	NA	3.8382	Cytonuclear	NA	0.459333333
YER035W	EDC2	950.0200099	3087.201356	0.307728554	6.41932E-13	depleted	783	207	438	138	0.397260274	0.000101994	3.1184	Cytonuclear	13.1	0.488666667
YEL051W	VMA8	5547.998624	16476.76459	0.336716507	6.59148E-13	depleted	922	42	771	109	0.642023346	9.45266E-05	1.496	Cytonuclear	31.4	0.389
YJL191W	RPS14B	2950.084608	11371.13246	0.259436307	6.59148E-13	depleted	948	17	825	106	0.834532374	9.98036E-05	NA	Cytonuclear	25.1	0.484333333
YDR529C	QCR7	3012.189518	11628.85672	0.259027142	6.69162E-13	depleted	600	46	384	170	0.5546875	0.000150502	0.8404	mito	28.2	0.424333333
YGR027C	RPS25A	7134.375015	60276.03206	0.118361723	6.88877E-13	depleted	738	366	327	45	0.862385321	0.000216444	2.3008	Cytonuclear	NA	0.428333333
YBR139W	YBR139W	3845.065281	12383.65939	0.310495077	6.92279E-13	depleted	1724	26	1527	171	0.444007859	4.82885E-05	2.1696	SS	11.8	0.405333333
YLR350W	ORM2	1741.398761	5327.741882	0.326854941	8.02274E-13	depleted	783	42	651	90	0.493087558	NA	1.7332	TMD	7.8	0.47
YJL177W	RPL17B	9245.857771	28779.56841	0.321264643	8.44623E-13	depleted	1007	39	872	96	0.886486486	6.71486E-05	3.284	Cytonuclear	27.2	0.438
YDL015C	TSC13	3314.883909	9901.422712	0.334788647	9.3226E-13	depleted	1173	41	933	199	0.524115756	9.08173E-05	1.2793	Exception	31.6	0.352666667
YGR260W	TNA1	5182.203375	15071.39198	0.343843713	9.49724E-13	depleted	1718	0	1605	113	0.542056075	2.96469E-05	0.5852	Exception	14.1	0.417666667
YJR118C	ILM1	718.430777	2478.65623	0.289846881	1.05934E-12	depleted	760	63	612	85	0.480392157	2.71655E-05	1.1308	Exception	163	0.331666667
YPL081W	RPS9A	2864.909233	9569.784857	0.299370286	1.19033E-12	depleted	1325	56	1095	174	0.797979798	8.49257E-05	NA	Cytonuclear	27.3	0.429333333
YNL108C	YNL108C	653.2685873	2245.331337	0.290945295	1.19205E-12	depleted	970	22	813	135	0.453874539	5.63024E-05	1.9205	Cytonuclear	20.5	0.409666667
YLR043C	TRX1	3753.687667	14902.19505	0.251888239	1.21057E-12	depleted	416	34	312	70	0.730769231	2.39477E-05	2.7953	Cytonuclear	NA	0.413333333
YBR084C-A	RPL19A	9725.500406	67658.71355	0.143743502	1.39465E-12	depleted	1302	131	1076	95	0.873684211	0.000127041	NA	Cytonuclear	46.8	0.438666667
YBR014C	GRX7	834.1639206	2764.75704	0.301713282	1.3974E-12	depleted	760	62	612	86	0.465686275	5.1156E-05	0.7843	SS	24.7	0.390666667
YGL198W	YIP4	1437.923563	4497.589882	0.3197098	1.51979E-12	depleted	758	0	708	50	0.389830508	0.000167543	0.7687	Exception	19.4	0.496
YLR414C	PUN1	8728.089856	24169.36739	0.361121982	1.55096E-12	depleted	997	101	792	104	0.416666667	4.1622E-05	NA	SSTMD	26.9	0.412666667
YBR269C	SDH8	633.1005192	2129.479144	0.297302991	1.57277E-12	depleted	549	4	417	128	0.410071942	2.91954E-05	3.4398	mito	18.9	0.479666667
YJL217W	REE1	537.5503454	2304.542262	0.233256883	1.61484E-12	depleted	792	80	597	115	0.412060302	0.000110296	1.0688	Cytonuclear	48.6	0.429
YBL068W	PRS4	746.2704706	2508.329003	0.29751698	1.61706E-12	depleted	1122	54	984	84	0.513761468	0.000344174	1.0245	Cytonuclear	17.5	0.386333333
YDL086W	YDL086W	2299.609434	6837.563226	0.336320025	1.70154E-12	depleted	908	28	822	58	0.558394161	0.000134566	1.3473	Cytonuclear	18.7	0.468333333
YJR085C	YJR085C	1814.278742	5484.167132	0.330821198	1.78801E-12	depleted	386	24	318	44	0.481132075	2.0907E-05	1.1028	mito	30.8	0.453
YDR154C	YDR154C	3384.461128	11667.9765	0.290064102	1.82935E-12	depleted	398	0	351	47	NA	0.000222702	NA	NA	27.2	NA
YGR173W	RBG2	1032.429144	3330.667585	0.309976639	1.95984E-12	depleted	1366	44	1107	215	0.531165312	3.40478E-05	1.0823	Cytonuclear	8.9	0.402
YIL018W	RPL2B	8616.698567	67436.62928	0.127774752	1.99522E-12	depleted	1280	26	1165	89	0.91372549	NA	NA	Cytonuclear	NA	0.464
YFL038C	YPT1	6033.349575	17396.85938	0.346806825	2.11176E-12	depleted	768	52	621	95	0.574879227	0.000267492	1.1826	Cytonuclear	21.9	0.457333333
YKR074W	AIM29	897.8763913	2948.577471	0.304511718	2.11176E-12	depleted	625	31	468	126	0.487179487	NA	1.0016	Cytonuclear	NA	0.365333333
YOR332W	VMA4	9467.022557	41471.50381	0.228277774	2.13043E-12	depleted	804	32	702	70	0.662393162	NA	5.3707	Cytonuclear	62.5	0.430333333
YOL086C	ADH1	37390.3154	332710.5336	0.112380919	2.15722E-12	depleted	1154	39	1047	68	0.911174785	0.000131962	3.3841	Cytonuclear	NA	0.481333333
YNR050C	LYS9	3001.261096	8884.994501	0.337789865	2.26585E-12	depleted	1535	106	1341	88	0.644295302	7.80459E-05	1.5888	Exception	17.7	0.416
YFL039C	ACT1	29082.93096	131744.4873	0.220752546	2.28696E-12	depleted	1646	128	1436	82	0.837765957	0.000395291	6.4507	Cytonuclear	NA	0.438
YML132W	COS3	296.017776	1166.550718	0.253754742	2.49527E-12	depleted	1140	0	1140	0	0.434210526	0.000197924	NA	TMD	NA	0.376666667
YGL184C	STR3	1442.314397	4256.841121	0.338822699	2.51431E-12	depleted	1590	106	1398	86	0.442060086	4.806E-05	NA	Cytonuclear	12.2	0.414
YDR012W	RPL4B	9114.220389	53051.33585	0.171800017	2.52525E-12	depleted	1204	35	1089	80	0.936639118	0.000590951	NA	Cytonuclear	11.9	0.482
YBR026C	ETR1	2545.130475	7543.82951	0.337379109	2.63233E-12	depleted	1235	0	1143	92	0.498687664	0.000194485	1.7289	mito	23.3	0.386666667
YDR224C	HTB1	4305.186162	18831.18957	0.228619979	2.76158E-12	depleted	536	35	396	105	0.840909091	4.08837E-05	2.2632	Cytonuclear	13.1	0.409
YGL008C	PMA1	132932.1467	366125.753	0.363077838	3.0387E-12	depleted	3486	237	2757	492	0.837867247	0.000103742	4.6953	TMD	NA	0.424
YDL055C	PSA1	24584.34622	81801.85655	0.300535309	3.2015E-12	depleted	1458	150	1086	222	0.809392265	0.000362966	1.9641	Cytonuclear	NA	0.416333333
YMR194W	RPL36A	4580.891586	15825.44728	0.289463641	3.23517E-12	depleted	865	0	766	99	0.851485149	3.82001E-05	NA	Cytonuclear	14.9	0.419
YLR195C	NMT1	1372.500947	4215.354577	0.325595611	3.27305E-12	depleted	1666	18	1368	280	0.493421053	0.000183005	0.7642	Cytonuclear	16.6	0.38
